index,name,address,category,latitude,longitude,popular_times_Monday 0 a.m.,popular_times_Monday 1 a.m.,popular_times_Monday 2 a.m.,popular_times_Monday 3 a.m.,popular_times_Monday 4 a.m.,popular_times_Monday 5 a.m.,popular_times_Monday 6 a.m.,popular_times_Monday 7 a.m.,popular_times_Monday 8 a.m.,popular_times_Monday 9 a.m.,popular_times_Monday 10 a.m.,popular_times_Monday 11 a.m.,popular_times_Monday 0 p.m.,popular_times_Monday 1 p.m.,popular_times_Monday 2 p.m.,popular_times_Monday 3 p.m.,popular_times_Monday 4 p.m.,popular_times_Monday 5 p.m.,popular_times_Monday 6 p.m.,popular_times_Monday 7 p.m.,popular_times_Monday 8 p.m.,popular_times_Monday 9 p.m.,popular_times_Monday 10 p.m.,popular_times_Monday 11 p.m.,popular_times_Tuesday 0 a.m.,popular_times_Tuesday 1 a.m.,popular_times_Tuesday 2 a.m.,popular_times_Tuesday 3 a.m.,popular_times_Tuesday 4 a.m.,popular_times_Tuesday 5 a.m.,popular_times_Tuesday 6 a.m.,popular_times_Tuesday 7 a.m.,popular_times_Tuesday 8 a.m.,popular_times_Tuesday 9 a.m.,popular_times_Tuesday 10 a.m.,popular_times_Tuesday 11 a.m.,popular_times_Tuesday 0 p.m.,popular_times_Tuesday 1 p.m.,popular_times_Tuesday 2 p.m.,popular_times_Tuesday 3 p.m.,popular_times_Tuesday 4 p.m.,popular_times_Tuesday 5 p.m.,popular_times_Tuesday 6 p.m.,popular_times_Tuesday 7 p.m.,popular_times_Tuesday 8 p.m.,popular_times_Tuesday 9 p.m.,popular_times_Tuesday 10 p.m.,popular_times_Tuesday 11 p.m.,popular_times_Wednesday 0 a.m.,popular_times_Wednesday 1 a.m.,popular_times_Wednesday 2 a.m.,popular_times_Wednesday 3 a.m.,popular_times_Wednesday 4 a.m.,popular_times_Wednesday 5 a.m.,popular_times_Wednesday 6 a.m.,popular_times_Wednesday 7 a.m.,popular_times_Wednesday 8 a.m.,popular_times_Wednesday 9 a.m.,popular_times_Wednesday 10 a.m.,popular_times_Wednesday 11 a.m.,popular_times_Wednesday 0 p.m.,popular_times_Wednesday 1 p.m.,popular_times_Wednesday 2 p.m.,popular_times_Wednesday 3 p.m.,popular_times_Wednesday 4 p.m.,popular_times_Wednesday 5 p.m.,popular_times_Wednesday 6 p.m.,popular_times_Wednesday 7 p.m.,popular_times_Wednesday 8 p.m.,popular_times_Wednesday 9 p.m.,popular_times_Wednesday 10 p.m.,popular_times_Wednesday 11 p.m.,popular_times_Thursday 0 a.m.,popular_times_Thursday 1 a.m.,popular_times_Thursday 2 a.m.,popular_times_Thursday 3 a.m.,popular_times_Thursday 4 a.m.,popular_times_Thursday 5 a.m.,popular_times_Thursday 6 a.m.,popular_times_Thursday 7 a.m.,popular_times_Thursday 8 a.m.,popular_times_Thursday 9 a.m.,popular_times_Thursday 10 a.m.,popular_times_Thursday 11 a.m.,popular_times_Thursday 0 p.m.,popular_times_Thursday 1 p.m.,popular_times_Thursday 2 p.m.,popular_times_Thursday 3 p.m.,popular_times_Thursday 4 p.m.,popular_times_Thursday 5 p.m.,popular_times_Thursday 6 p.m.,popular_times_Thursday 7 p.m.,popular_times_Thursday 8 p.m.,popular_times_Thursday 9 p.m.,popular_times_Thursday 10 p.m.,popular_times_Thursday 11 p.m.,popular_times_Friday 0 a.m.,popular_times_Friday 1 a.m.,popular_times_Friday 2 a.m.,popular_times_Friday 3 a.m.,popular_times_Friday 4 a.m.,popular_times_Friday 5 a.m.,popular_times_Friday 6 a.m.,popular_times_Friday 7 a.m.,popular_times_Friday 8 a.m.,popular_times_Friday 9 a.m.,popular_times_Friday 10 a.m.,popular_times_Friday 11 a.m.,popular_times_Friday 0 p.m.,popular_times_Friday 1 p.m.,popular_times_Friday 2 p.m.,popular_times_Friday 3 p.m.,popular_times_Friday 4 p.m.,popular_times_Friday 5 p.m.,popular_times_Friday 6 p.m.,popular_times_Friday 7 p.m.,popular_times_Friday 8 p.m.,popular_times_Friday 9 p.m.,popular_times_Friday 10 p.m.,popular_times_Friday 11 p.m.,popular_times_Saturday 0 a.m.,popular_times_Saturday 1 a.m.,popular_times_Saturday 2 a.m.,popular_times_Saturday 3 a.m.,popular_times_Saturday 4 a.m.,popular_times_Saturday 5 a.m.,popular_times_Saturday 6 a.m.,popular_times_Saturday 7 a.m.,popular_times_Saturday 8 a.m.,popular_times_Saturday 9 a.m.,popular_times_Saturday 10 a.m.,popular_times_Saturday 11 a.m.,popular_times_Saturday 0 p.m.,popular_times_Saturday 1 p.m.,popular_times_Saturday 2 p.m.,popular_times_Saturday 3 p.m.,popular_times_Saturday 4 p.m.,popular_times_Saturday 5 p.m.,popular_times_Saturday 6 p.m.,popular_times_Saturday 7 p.m.,popular_times_Saturday 8 p.m.,popular_times_Saturday 9 p.m.,popular_times_Saturday 10 p.m.,popular_times_Saturday 11 p.m.,popular_times_Sunday 0 a.m.,popular_times_Sunday 1 a.m.,popular_times_Sunday 2 a.m.,popular_times_Sunday 3 a.m.,popular_times_Sunday 4 a.m.,popular_times_Sunday 5 a.m.,popular_times_Sunday 6 a.m.,popular_times_Sunday 7 a.m.,popular_times_Sunday 8 a.m.,popular_times_Sunday 9 a.m.,popular_times_Sunday 10 a.m.,popular_times_Sunday 11 a.m.,popular_times_Sunday 0 p.m.,popular_times_Sunday 1 p.m.,popular_times_Sunday 2 p.m.,popular_times_Sunday 3 p.m.,popular_times_Sunday 4 p.m.,popular_times_Sunday 5 p.m.,popular_times_Sunday 6 p.m.,popular_times_Sunday 7 p.m.,popular_times_Sunday 8 p.m.,popular_times_Sunday 9 p.m.,popular_times_Sunday 10 p.m.,popular_times_Sunday 11 p.m.,popular_times_Monday 12 p.m.,popular_times_Tuesday 12 p.m.,popular_times_Wednesday 12 p.m.,popular_times_Thursday 12 p.m.,popular_times_Friday 12 p.m.,popular_times_Saturday 12 p.m.,popular_times,popular_times_Monday 12 a.m.,popular_times_Tuesday 12 a.m.,popular_times_Wednesday 12 a.m.,popular_times_Thursday 12 a.m.,popular_times_Friday 12 a.m.,popular_times_Saturday 12 a.m.,popular_times_Sunday 12 a.m.,popular_times_Sunday 12 p.m.
72,Scotiabank,"1669 Davie St, Vancouver, BC V6G 1W1",Bank,49.28609,-123.13967,,,,,,,,0%,0%,41%,16%,74%,,,80%,35%,35%,0%,0%,0%,,0%,0%,0%,,,,,,,0%,,0%,35%,41%,32%,,58%,,93%,38%,0%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,38%,48%,45%,,100%,54%,,96%,0%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,51%,32%,,58%,93%,48%,,0%,0%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,22%,,45%,,64%,41%,100%,32%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,67%,48%,,,19%,61%,29%,77%,0%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,6%,74%,67%,,51%,35%,48%,0%,0%,0%,,0%,0%,0%,0%,58%,77%,58%,67%,32%,45%,,,,,,,,,
74,Vancity - ATM,"898 W Pender St, Vancouver, BC V6C 1J8",ATM,49.28568,-123.11697,,,,,,0%,4%,50%,0%,27%,18%,54%,,13%,50%,18%,9%,54%,31%,27%,100%,31%,36%,40%,,,,,,0%,31%,9%,27%,0%,45%,4%,,40%,31%,40%,9%,18%,95%,27%,27%,54%,13%,40%,,,,,,0%,4%,50%,4%,18%,0%,81%,,31%,18%,27%,27%,0%,36%,68%,9%,40%,54%,9%,,,,,,0%,13%,0%,50%,0%,9%,0%,,13%,18%,4%,31%,18%,0%,31%,36%,22%,59%,27%,,,,,,0%,22%,27%,9%,72%,0%,9%,,31%,18%,13%,13%,54%,36%,4%,45%,22%,36%,45%,,,,,,0%,0%,18%,36%,18%,68%,0%,,18%,13%,18%,13%,27%,54%,31%,9%,77%,9%,72%,,,,,,0%,50%,0%,22%,27%,40%,45%,,31%,40%,4%,31%,27%,59%,72%,22%,27%,68%,4%,54%,31%,4%,45%,9%,27%,,,,,,,,,4%
76,Scotiabank,"1750 Manitoba St, Vancouver, BC V5Y 0H1",Bank,49.27003,-123.10611,,,,,,,,0%,0%,23%,27%,52%,,,43%,19%,23%,0%,0%,0%,,0%,0%,0%,,,,,,,0%,,0%,15%,27%,27%,,62%,,23%,7%,0%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,13%,21%,43%,,94%,60%,,25%,0%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,33%,19%,,54%,100%,49%,,0%,0%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,39%,,41%,,31%,43%,60%,41%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,11%,23%,,,49%,33%,33%,29%,0%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,15%,23%,27%,,43%,47%,35%,0%,0%,0%,,0%,0%,0%,0%,47%,76%,43%,43%,39%,45%,,,,,,,,,
79,RBC Royal Bank,"505 W Broadway, Vancouver, BC V5Z 1E6",Bank,49.26351,-123.11529,,,,,,,,0%,0%,26%,35%,43%,,,56%,71%,56%,0%,22%,0%,,0%,0%,0%,,,,,,,0%,,0%,15%,45%,33%,,62%,,62%,67%,0%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,47%,15%,49%,,75%,94%,,69%,62%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,47%,22%,,39%,64%,100%,,77%,26%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,41%,,45%,,75%,47%,64%,84%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,43%,30%,,,56%,88%,45%,64%,0%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,18%,28%,24%,,54%,64%,75%,0%,50%,0%,,0%,0%,0%,0%,39%,50%,37%,52%,49%,54%,,,,,,,,,
80,President's Choice Financial ATM,"586 Granville St, Vancouver, BC V6C 1X5",ATM,49.28366,-123.11606,,,,,,,0%,52%,17%,0%,70%,0%,,23%,58%,52%,5%,5%,5%,23%,29%,41%,0%,0%,,,,,,,0%,0%,35%,17%,29%,52%,,5%,5%,47%,29%,5%,17%,5%,35%,29%,0%,0%,,,,,,,0%,76%,0%,35%,11%,17%,,0%,0%,23%,41%,58%,17%,11%,11%,11%,0%,0%,,,,,,,0%,11%,70%,23%,11%,29%,,11%,0%,0%,35%,88%,47%,23%,11%,11%,0%,0%,,,,,,,0%,41%,23%,58%,47%,29%,,52%,11%,0%,5%,35%,47%,52%,47%,29%,0%,0%,,,,,,,0%,0%,64%,11%,88%,94%,,100%,52%,5%,5%,11%,29%,35%,17%,23%,0%,0%,,,,,,,0%,11%,0%,52%,5%,52%,,100%,58%,23%,0%,17%,29%,41%,47%,5%,0%,0%,35%,0%,23%,23%,70%,47%,,,,,,,,,47%
84,Scotiabank,"1408 Continental St, Vancouver, BC V6C 0C6",Bank,49.27529,-123.13024,,,,,,,,0%,0%,54%,63%,81%,,,63%,72%,9%,0%,0%,0%,,0%,0%,0%,,,,,,,0%,,0%,27%,63%,72%,,45%,,36%,100%,0%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,100%,18%,100%,,54%,100%,,27%,0%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,63%,27%,,27%,36%,72%,,0%,0%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,36%,,27%,,90%,27%,9%,63%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,45%,18%,,,18%,72%,54%,0%,0%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,36%,90%,0%,,54%,63%,36%,0%,0%,0%,,0%,0%,0%,0%,18%,72%,45%,81%,18%,18%,,,,,,,,,
85,RBC Royal Bank ATM,"1650 Davie St, Vancouver, BC V6G 1V9",ATM,49.28556,-123.13943,,,,,,,0%,0%,0%,7%,7%,15%,,7%,15%,23%,23%,7%,15%,7%,0%,0%,0%,0%,,,,,,,0%,0%,0%,15%,0%,7%,,61%,15%,0%,53%,7%,7%,7%,0%,0%,0%,0%,,,,,,,0%,0%,0%,7%,15%,7%,,23%,92%,30%,7%,46%,0%,0%,15%,0%,0%,0%,,,,,,,0%,0%,0%,0%,7%,23%,,23%,30%,100%,15%,0%,53%,0%,7%,38%,0%,0%,,,,,,,0%,0%,0%,23%,0%,15%,,15%,30%,23%,46%,15%,0%,15%,7%,30%,0%,0%,,,,,,,0%,0%,0%,15%,7%,0%,,53%,30%,46%,23%,23%,23%,0%,7%,15%,0%,0%,,,,,,,0%,0%,0%,23%,15%,7%,,23%,30%,46%,23%,15%,15%,46%,0%,0%,0%,0%,30%,23%,7%,15%,46%,15%,,,,,,,,,0%
88,Vancity - ATM,"183 Terminal Ave #100, Vancouver, BC V6A 4G2",ATM,49.27331,-123.10132,,23%,0%,5%,58%,17%,47%,70%,17%,35%,35%,0%,,29%,11%,5%,23%,17%,0%,11%,0%,5%,0%,17%,,47%,29%,5%,0%,41%,5%,29%,100%,17%,29%,23%,,11%,23%,23%,11%,11%,5%,5%,11%,0%,11%,5%,,5%,17%,47%,0%,0%,23%,0%,29%,64%,23%,11%,,0%,29%,35%,35%,5%,5%,0%,17%,11%,5%,23%,,41%,0%,5%,35%,5%,11%,5%,5%,11%,64%,47%,,17%,0%,41%,11%,17%,0%,0%,5%,35%,5%,17%,,11%,76%,0%,0%,11%,17%,29%,0%,11%,5%,23%,,11%,29%,5%,23%,5%,23%,11%,5%,11%,23%,0%,,0%,5%,58%,11%,11%,17%,11%,35%,0%,5%,5%,,29%,23%,17%,5%,17%,0%,41%,17%,11%,11%,23%,,0%,5%,0%,17%,35%,47%,41%,17%,23%,0%,0%,,0%,17%,47%,23%,0%,29%,0%,17%,11%,29%,29%,0%,0%,35%,0%,47%,17%,,29%,23%,35%,29%,5%,0%,35%,11%
89,Manulife Bank,"1198 Davie St, Vancouver, BC V6E 1N1",ATM,49.28161,-123.13345,,43%,4%,0%,13%,13%,0%,17%,21%,0%,8%,0%,,17%,8%,13%,56%,0%,4%,73%,8%,65%,8%,4%,,43%,17%,0%,65%,4%,30%,4%,13%,43%,0%,0%,,56%,8%,17%,4%,34%,0%,8%,52%,21%,26%,0%,,43%,73%,4%,8%,39%,0%,21%,17%,17%,43%,8%,,4%,30%,4%,39%,0%,39%,0%,26%,56%,39%,21%,,4%,52%,73%,26%,0%,47%,0%,21%,43%,17%,17%,,0%,17%,39%,0%,60%,0%,17%,0%,65%,34%,21%,,26%,13%,21%,39%,26%,0%,39%,0%,30%,47%,17%,,60%,0%,34%,30%,0%,56%,0%,8%,0%,95%,34%,,4%,34%,26%,0%,30%,21%,0%,34%,0%,56%,30%,,8%,65%,0%,30%,47%,0%,91%,4%,0%,0%,100%,,13%,0%,52%,4%,0%,34%,17%,0%,21%,0%,91%,,13%,8%,60%,0%,13%,82%,4%,60%,13%,0%,4%,65%,0%,0%,26%,13%,26%,,17%,21%,0%,26%,21%,17%,95%,17%
92,CIBC Branch with ATM,"538 W Broadway, Vancouver, BC V5Z 1E9",Bank,49.26311,-123.11643,,,,,,,,0%,0%,57%,47%,67%,,,91%,50%,88%,0%,0%,0%,,0%,0%,0%,,,,,,,0%,,0%,47%,79%,27%,,57%,,83%,54%,0%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,44%,55%,79%,,76%,72%,,66%,0%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,61%,59%,,10%,69%,83%,,0%,0%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,71%,,71%,,88%,16%,72%,55%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,55%,83%,,,32%,100%,11%,57%,0%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,42%,64%,57%,,96%,42%,98%,0%,0%,0%,,0%,0%,0%,0%,45%,69%,16%,76%,44%,81%,,,,,,,,,
93,TD Canada Trust Branch and ATM,"512 W Broadway, Vancouver, BC V5Z 1E9",Bank,49.26315,-123.11561,,,,,,,,0%,0%,9%,56%,51%,,,100%,29%,17%,0%,0%,0%,,0%,0%,0%,,,,,,,0%,,0%,39%,21%,29%,,29%,,85%,26%,29%,0%,0%,0%,,0%,0%,,,,,,,0%,0%,,29%,29%,31%,,56%,24%,,48%,17%,0%,0%,0%,0%,,0%,,,,,,,0%,0%,0%,,26%,39%,,14%,56%,29%,,36%,0%,0%,0%,0%,0%,,,,,,,,0%,0%,0%,41%,,39%,,26%,9%,46%,41%,,0%,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,36%,46%,,,43%,31%,9%,31%,43%,,0%,0%,0%,0%,0%,,,,,,,0%,0%,0%,51%,41%,39%,,82%,34%,19%,0%,17%,0%,,0%,0%,0%,0%,51%,68%,17%,24%,36%,68%,,,,,,,,,
98,President's Choice Financial ATM,"1006 Homer St, Vancouver, BC V6B 2W9",ATM,49.27717,-123.12019,,,,,,,0%,0%,66%,8%,16%,25%,,0%,25%,8%,25%,0%,16%,0%,8%,0%,0%,16%,,,,,,,0%,0%,41%,66%,16%,8%,,25%,0%,50%,25%,25%,0%,8%,0%,0%,0%,0%,,,,,,,0%,0%,16%,50%,41%,8%,,0%,33%,0%,50%,50%,33%,0%,0%,8%,8%,0%,,,,,,,0%,0%,25%,8%,41%,25%,,25%,0%,16%,0%,75%,50%,16%,16%,8%,16%,16%,,,,,,,0%,0%,8%,58%,0%,16%,,8%,33%,0%,16%,8%,100%,33%,8%,33%,16%,33%,,,,,,,0%,0%,25%,0%,25%,0%,,16%,16%,8%,0%,16%,16%,41%,25%,8%,41%,8%,,,,,,,0%,0%,0%,41%,8%,8%,,8%,8%,33%,0%,8%,16%,16%,16%,16%,16%,16%,16%,16%,8%,0%,33%,16%,,,,,,,,,8%
