index,name,address,category,latitude,longitude,popular_times_Monday 0 a.m.,popular_times_Monday 1 a.m.,popular_times_Monday 2 a.m.,popular_times_Monday 3 a.m.,popular_times_Monday 4 a.m.,popular_times_Monday 5 a.m.,popular_times_Monday 6 a.m.,popular_times_Monday 7 a.m.,popular_times_Monday 8 a.m.,popular_times_Monday 9 a.m.,popular_times_Monday 10 a.m.,popular_times_Monday 11 a.m.,popular_times_Monday 0 p.m.,popular_times_Monday 1 p.m.,popular_times_Monday 2 p.m.,popular_times_Monday 3 p.m.,popular_times_Monday 4 p.m.,popular_times_Monday 5 p.m.,popular_times_Monday 6 p.m.,popular_times_Monday 7 p.m.,popular_times_Monday 8 p.m.,popular_times_Monday 9 p.m.,popular_times_Monday 10 p.m.,popular_times_Monday 11 p.m.,popular_times_Tuesday 0 a.m.,popular_times_Tuesday 1 a.m.,popular_times_Tuesday 2 a.m.,popular_times_Tuesday 3 a.m.,popular_times_Tuesday 4 a.m.,popular_times_Tuesday 5 a.m.,popular_times_Tuesday 6 a.m.,popular_times_Tuesday 7 a.m.,popular_times_Tuesday 8 a.m.,popular_times_Tuesday 9 a.m.,popular_times_Tuesday 10 a.m.,popular_times_Tuesday 11 a.m.,popular_times_Tuesday 0 p.m.,popular_times_Tuesday 1 p.m.,popular_times_Tuesday 2 p.m.,popular_times_Tuesday 3 p.m.,popular_times_Tuesday 4 p.m.,popular_times_Tuesday 5 p.m.,popular_times_Tuesday 6 p.m.,popular_times_Tuesday 7 p.m.,popular_times_Tuesday 8 p.m.,popular_times_Tuesday 9 p.m.,popular_times_Tuesday 10 p.m.,popular_times_Tuesday 11 p.m.,popular_times_Wednesday 0 a.m.,popular_times_Wednesday 1 a.m.,popular_times_Wednesday 2 a.m.,popular_times_Wednesday 3 a.m.,popular_times_Wednesday 4 a.m.,popular_times_Wednesday 5 a.m.,popular_times_Wednesday 6 a.m.,popular_times_Wednesday 7 a.m.,popular_times_Wednesday 8 a.m.,popular_times_Wednesday 9 a.m.,popular_times_Wednesday 10 a.m.,popular_times_Wednesday 11 a.m.,popular_times_Wednesday 0 p.m.,popular_times_Wednesday 1 p.m.,popular_times_Wednesday 2 p.m.,popular_times_Wednesday 3 p.m.,popular_times_Wednesday 4 p.m.,popular_times_Wednesday 5 p.m.,popular_times_Wednesday 6 p.m.,popular_times_Wednesday 7 p.m.,popular_times_Wednesday 8 p.m.,popular_times_Wednesday 9 p.m.,popular_times_Wednesday 10 p.m.,popular_times_Wednesday 11 p.m.,popular_times_Thursday 0 a.m.,popular_times_Thursday 1 a.m.,popular_times_Thursday 2 a.m.,popular_times_Thursday 3 a.m.,popular_times_Thursday 4 a.m.,popular_times_Thursday 5 a.m.,popular_times_Thursday 6 a.m.,popular_times_Thursday 7 a.m.,popular_times_Thursday 8 a.m.,popular_times_Thursday 9 a.m.,popular_times_Thursday 10 a.m.,popular_times_Thursday 11 a.m.,popular_times_Thursday 0 p.m.,popular_times_Thursday 1 p.m.,popular_times_Thursday 2 p.m.,popular_times_Thursday 3 p.m.,popular_times_Thursday 4 p.m.,popular_times_Thursday 5 p.m.,popular_times_Thursday 6 p.m.,popular_times_Thursday 7 p.m.,popular_times_Thursday 8 p.m.,popular_times_Thursday 9 p.m.,popular_times_Thursday 10 p.m.,popular_times_Thursday 11 p.m.,popular_times_Friday 0 a.m.,popular_times_Friday 1 a.m.,popular_times_Friday 2 a.m.,popular_times_Friday 3 a.m.,popular_times_Friday 4 a.m.,popular_times_Friday 5 a.m.,popular_times_Friday 6 a.m.,popular_times_Friday 7 a.m.,popular_times_Friday 8 a.m.,popular_times_Friday 9 a.m.,popular_times_Friday 10 a.m.,popular_times_Friday 11 a.m.,popular_times_Friday 0 p.m.,popular_times_Friday 1 p.m.,popular_times_Friday 2 p.m.,popular_times_Friday 3 p.m.,popular_times_Friday 4 p.m.,popular_times_Friday 5 p.m.,popular_times_Friday 6 p.m.,popular_times_Friday 7 p.m.,popular_times_Friday 8 p.m.,popular_times_Friday 9 p.m.,popular_times_Friday 10 p.m.,popular_times_Friday 11 p.m.,popular_times_Saturday 0 a.m.,popular_times_Saturday 1 a.m.,popular_times_Saturday 2 a.m.,popular_times_Saturday 3 a.m.,popular_times_Saturday 4 a.m.,popular_times_Saturday 5 a.m.,popular_times_Saturday 6 a.m.,popular_times_Saturday 7 a.m.,popular_times_Saturday 8 a.m.,popular_times_Saturday 9 a.m.,popular_times_Saturday 10 a.m.,popular_times_Saturday 11 a.m.,popular_times_Saturday 0 p.m.,popular_times_Saturday 1 p.m.,popular_times_Saturday 2 p.m.,popular_times_Saturday 3 p.m.,popular_times_Saturday 4 p.m.,popular_times_Saturday 5 p.m.,popular_times_Saturday 6 p.m.,popular_times_Saturday 7 p.m.,popular_times_Saturday 8 p.m.,popular_times_Saturday 9 p.m.,popular_times_Saturday 10 p.m.,popular_times_Saturday 11 p.m.,popular_times_Sunday 0 a.m.,popular_times_Sunday 1 a.m.,popular_times_Sunday 2 a.m.,popular_times_Sunday 3 a.m.,popular_times_Sunday 4 a.m.,popular_times_Sunday 5 a.m.,popular_times_Sunday 6 a.m.,popular_times_Sunday 7 a.m.,popular_times_Sunday 8 a.m.,popular_times_Sunday 9 a.m.,popular_times_Sunday 10 a.m.,popular_times_Sunday 11 a.m.,popular_times_Sunday 0 p.m.,popular_times_Sunday 1 p.m.,popular_times_Sunday 2 p.m.,popular_times_Sunday 3 p.m.,popular_times_Sunday 4 p.m.,popular_times_Sunday 5 p.m.,popular_times_Sunday 6 p.m.,popular_times_Sunday 7 p.m.,popular_times_Sunday 8 p.m.,popular_times_Sunday 9 p.m.,popular_times_Sunday 10 p.m.,popular_times_Sunday 11 p.m.,popular_times_Monday 12 p.m.,popular_times_Monday 12 a.m.,popular_times_Tuesday 12 p.m.,popular_times_Tuesday 12 a.m.,popular_times_Wednesday 12 a.m.,popular_times_Wednesday 12 p.m.,popular_times_Thursday 12 a.m.,popular_times_Thursday 12 p.m.,popular_times_Friday 12 p.m.,popular_times_Friday 12 a.m.,popular_times_Saturday 12 p.m.,popular_times_Saturday 12 a.m.,popular_times_Sunday 12 a.m.,popular_times_Sunday 12 p.m.,popular_times
0,SB Granville St @ Robson St,"Vancouver, BC V7Y 1K1",Bus stop,49.2817843,-123.1373821,None,3%,0%,0%,0%,21%,31%,15%,50%,59%,43%,15%,None,34%,18%,37%,65%,34%,37%,78%,18%,21%,21%,40%,None,0%,0%,3%,9%,9%,40%,46%,21%,65%,43%,40%,None,53%,31%,18%,50%,87%,37%,50%,81%,15%,15%,6%,None,6%,0%,0%,12%,18%,28%,59%,53%,21%,40%,37%,None,18%,46%,43%,12%,84%,87%,28%,53%,100%,15%,6%,None,3%,3%,3%,9%,18%,25%,50%,53%,65%,18%,18%,None,18%,34%,53%,53%,25%,93%,65%,34%,68%,84%,12%,None,12%,6%,9%,21%,25%,15%,31%,46%,40%,71%,28%,None,31%,9%,34%,81%,53%,46%,78%,50%,12%,53%,53%,None,0%,21%,6%,6%,12%,18%,37%,50%,28%,18%,53%,None,9%,40%,12%,28%,100%,40%,46%,68%,43%,6%,34%,None,3%,0%,21%,12%,18%,9%,37%,37%,50%,12%,25%,None,28%,21%,37%,28%,40%,68%,43%,40%,50%,43%,0%,50%,0%,12%,25%,0%,28%,6%,34%,6%,6%,31%,18%,12%,50%,
1,WB Robson St @ Granville St,"Vancouver, BC V6B 1H3",Bus station,49.2817843,-123.1373821,None,52%,10%,36%,21%,0%,36%,10%,5%,31%,36%,21%,None,36%,63%,78%,68%,42%,68%,26%,31%,15%,26%,26%,None,5%,36%,10%,0%,21%,10%,68%,15%,0%,31%,21%,None,26%,52%,63%,84%,78%,21%,68%,26%,26%,47%,36%,None,57%,0%,36%,10%,5%,36%,26%,78%,26%,5%,21%,None,15%,31%,100%,26%,89%,84%,15%,63%,26%,26%,57%,None,31%,42%,0%,10%,10%,5%,52%,57%,57%,15%,10%,None,21%,31%,63%,100%,10%,47%,89%,31%,57%,63%,42%,None,42%,15%,36%,52%,0%,21%,21%,63%,52%,57%,10%,None,42%,42%,26%,68%,89%,0%,42%,94%,68%,47%,57%,None,26%,36%,15%,26%,42%,5%,26%,36%,42%,26%,63%,None,42%,36%,42%,47%,57%,57%,5%,15%,68%,78%,36%,None,15%,36%,31%,5%,15%,21%,10%,36%,36%,21%,10%,None,36%,73%,57%,47%,57%,47%,42%,5%,26%,36%,63%,10%,26%,21%,21%,31%,21%,78%,36%,31%,31%,15%,31%,57%,31%,
2,SB Burrard St @ Robson St,"Vancouver, BC V6Z 1X8",Bus station,49.2817843,-123.1373821,None,16%,16%,25%,4%,25%,0%,29%,83%,16%,16%,16%,None,8%,41%,25%,54%,50%,50%,41%,58%,0%,41%,4%,None,12%,16%,8%,25%,0%,33%,0%,20%,62%,20%,4%,None,70%,12%,37%,20%,37%,33%,54%,20%,25%,0%,25%,None,29%,12%,12%,29%,20%,4%,29%,4%,20%,50%,29%,None,12%,75%,29%,50%,25%,41%,29%,75%,20%,12%,4%,None,12%,37%,20%,12%,41%,37%,8%,33%,0%,41%,37%,None,12%,33%,79%,33%,37%,29%,33%,16%,50%,20%,16%,None,16%,4%,25%,12%,8%,41%,29%,8%,29%,0%,58%,None,45%,29%,50%,87%,33%,20%,45%,37%,16%,37%,20%,None,41%,29%,4%,8%,20%,29%,25%,29%,12%,45%,4%,None,33%,50%,29%,54%,100%,62%,4%,54%,12%,20%,20%,None,12%,29%,25%,12%,4%,25%,54%,25%,16%,25%,33%,None,37%,20%,54%,54%,45%,87%,70%,4%,50%,4%,25%,50%,33%,12%,12%,29%,4%,12%,25%,33%,37%,58%,20%,16%,8%,
3,NB Cambie St @ Robson St,"Vancouver, BC V6B 0N3",Bus stop,49.2817843,-123.1373821,None,0%,60%,26%,20%,13%,26%,0%,13%,13%,0%,0%,None,0%,53%,0%,13%,60%,0%,0%,13%,13%,13%,33%,None,0%,0%,40%,0%,20%,20%,6%,6%,13%,13%,0%,None,13%,0%,60%,6%,6%,60%,6%,6%,26%,6%,6%,None,40%,0%,6%,0%,6%,13%,26%,6%,0%,0%,13%,None,6%,13%,0%,66%,26%,0%,26%,20%,20%,13%,0%,None,0%,13%,0%,13%,0%,0%,6%,13%,13%,0%,0%,None,13%,13%,13%,6%,26%,33%,6%,13%,40%,20%,26%,None,0%,0%,6%,0%,33%,13%,6%,6%,6%,33%,6%,None,13%,20%,26%,6%,26%,20%,46%,26%,20%,26%,40%,None,60%,0%,6%,33%,0%,26%,26%,13%,0%,0%,13%,None,6%,6%,33%,13%,0%,20%,13%,26%,40%,40%,20%,None,100%,33%,0%,13%,40%,0%,40%,40%,6%,0%,0%,None,13%,0%,6%,33%,6%,6%,13%,13%,33%,46%,26%,6%,13%,0%,33%,0%,0%,0%,33%,0%,40%,6%,93%,6%,6%,
4,Robson & Hamilton,"Robson St, Vancouver, BC V6B 6B3",Bus stop,49.2817843,-123.1373821,None,25%,0%,18%,0%,0%,56%,0%,0%,12%,81%,6%,None,50%,0%,18%,31%,75%,25%,18%,12%,25%,31%,12%,None,18%,18%,0%,12%,6%,12%,43%,25%,6%,18%,87%,None,12%,31%,0%,18%,12%,50%,12%,25%,18%,25%,31%,None,0%,18%,6%,18%,6%,6%,25%,56%,50%,12%,12%,None,25%,25%,6%,6%,6%,12%,50%,6%,25%,6%,12%,None,25%,0%,12%,0%,50%,0%,12%,37%,25%,100%,6%,None,25%,31%,25%,6%,25%,6%,6%,18%,0%,37%,0%,None,31%,12%,12%,18%,0%,43%,6%,18%,43%,25%,50%,None,62%,18%,25%,50%,6%,31%,12%,6%,12%,12%,31%,None,25%,56%,0%,31%,12%,6%,37%,18%,12%,18%,31%,None,25%,62%,56%,18%,37%,12%,50%,31%,12%,18%,12%,None,6%,37%,25%,0%,37%,6%,0%,18%,50%,6%,12%,None,6%,18%,43%,62%,12%,31%,6%,43%,50%,25%,43%,18%,18%,18%,6%,43%,56%,25%,31%,6%,12%,25%,12%,12%,62%,
5,Burrard & Robson,"Vancouver, BC V6Z 1X5",Bus stop,49.2817843,-123.1373821,None,13%,6%,3%,31%,10%,3%,6%,0%,31%,6%,10%,None,44%,13%,27%,34%,27%,55%,24%,31%,13%,20%,6%,None,17%,10%,17%,10%,13%,6%,0%,6%,3%,13%,17%,None,34%,62%,27%,34%,37%,17%,51%,10%,44%,10%,20%,None,0%,3%,13%,24%,20%,6%,10%,3%,6%,13%,10%,None,27%,44%,68%,24%,41%,41%,10%,44%,10%,27%,3%,None,6%,6%,3%,20%,20%,10%,3%,27%,6%,6%,13%,None,44%,34%,58%,100%,17%,65%,31%,3%,24%,3%,27%,None,6%,3%,17%,17%,13%,20%,3%,13%,31%,17%,10%,None,27%,24%,44%,55%,93%,20%,65%,27%,6%,17%,3%,None,3%,6%,10%,0%,13%,10%,31%,3%,17%,41%,13%,None,24%,17%,17%,62%,58%,68%,20%,55%,10%,17%,10%,None,6%,0%,6%,10%,0%,17%,3%,37%,6%,10%,44%,None,6%,27%,17%,13%,65%,48%,41%,17%,41%,6%,27%,44%,20%,13%,3%,17%,31%,3%,20%,20%,6%,10%,6%,17%,31%,
6,NB Seymour St @ Robson St,"Vancouver, BC V6B 1A6",Bus stop,49.2817843,-123.1373821,None,7%,7%,0%,71%,0%,0%,42%,0%,50%,42%,28%,None,28%,28%,7%,7%,7%,0%,14%,85%,7%,64%,14%,None,28%,35%,14%,28%,42%,0%,14%,14%,0%,35%,21%,None,14%,14%,42%,28%,21%,7%,0%,7%,85%,21%,35%,None,50%,21%,50%,35%,21%,21%,7%,35%,7%,0%,28%,None,28%,7%,7%,21%,28%,21%,0%,0%,0%,42%,57%,None,7%,35%,21%,21%,21%,21%,0%,21%,42%,7%,0%,None,0%,35%,0%,7%,7%,28%,7%,0%,0%,7%,21%,None,64%,21%,64%,21%,7%,21%,7%,7%,42%,35%,28%,None,14%,7%,28%,7%,0%,0%,57%,0%,14%,7%,21%,None,0%,28%,28%,7%,21%,0%,50%,14%,0%,50%,21%,None,14%,14%,14%,7%,14%,14%,0%,78%,0%,14%,0%,None,0%,7%,14%,7%,0%,28%,0%,100%,35%,7%,21%,None,35%,7%,0%,14%,0%,14%,50%,0%,100%,0%,14%,14%,21%,42%,35%,7%,7%,64%,35%,7%,0%,42%,7%,0%,14%,
7,SB Cambie St @ Robson St,"Vancouver, BC V6B 2P4",Bus stop,49.2817843,-123.1373821,None,5%,5%,5%,42%,5%,0%,36%,68%,21%,47%,10%,None,5%,10%,0%,47%,31%,15%,15%,31%,47%,5%,52%,None,21%,10%,0%,0%,21%,10%,0%,47%,52%,47%,36%,None,10%,5%,31%,5%,57%,31%,10%,31%,36%,47%,10%,None,15%,10%,26%,5%,5%,15%,5%,5%,26%,57%,26%,None,47%,10%,5%,63%,21%,57%,26%,15%,21%,42%,68%,None,42%,26%,5%,5%,5%,5%,21%,5%,10%,21%,42%,None,31%,57%,15%,21%,84%,26%,57%,10%,36%,10%,21%,None,42%,21%,10%,42%,15%,10%,10%,10%,10%,10%,5%,None,36%,42%,42%,21%,15%,100%,31%,73%,5%,21%,15%,None,5%,36%,5%,0%,31%,47%,5%,21%,5%,26%,5%,None,5%,36%,42%,26%,5%,10%,73%,26%,84%,15%,26%,None,15%,10%,26%,0%,0%,26%,68%,10%,26%,0%,26%,None,5%,0%,63%,26%,26%,5%,10%,42%,21%,73%,15%,26%,31%,26%,26%,26%,26%,78%,21%,21%,5%,0%,10%,21%,10%,
8,EB Robson St @ Bute St,"Vancouver, BC V6E 1Y4",Bus stop,49.2817843,-123.1373821,None,20%,0%,0%,10%,15%,5%,10%,15%,10%,15%,35%,None,45%,35%,35%,35%,75%,20%,20%,20%,0%,20%,20%,None,0%,10%,5%,5%,20%,35%,5%,15%,20%,5%,10%,None,5%,55%,20%,35%,15%,40%,20%,15%,15%,0%,15%,None,25%,0%,10%,5%,10%,25%,65%,25%,40%,5%,25%,None,45%,15%,40%,15%,60%,5%,25%,35%,5%,30%,0%,None,45%,10%,0%,25%,10%,15%,20%,65%,30%,35%,10%,None,45%,25%,25%,40%,20%,60%,5%,5%,25%,5%,20%,None,0%,50%,5%,15%,15%,30%,20%,35%,55%,35%,45%,None,80%,80%,25%,55%,35%,10%,65%,15%,0%,10%,0%,None,15%,5%,30%,0%,20%,5%,20%,30%,35%,40%,40%,None,10%,60%,100%,20%,55%,15%,10%,40%,20%,5%,5%,None,5%,5%,5%,15%,5%,15%,5%,30%,25%,35%,40%,None,45%,15%,45%,80%,25%,40%,10%,0%,40%,30%,5%,15%,0%,50%,15%,20%,35%,0%,45%,10%,15%,35%,0%,10%,55%,
9,Eastbound Robson St @ Thurlow St,"Vancouver, BC V6E 1W2",Bus stop,49.2817843,-123.1373821,None,33%,16%,25%,16%,25%,16%,8%,0%,0%,33%,25%,None,8%,16%,8%,0%,33%,0%,0%,66%,8%,91%,16%,None,0%,16%,8%,66%,16%,25%,8%,0%,0%,0%,41%,None,0%,0%,8%,0%,0%,8%,0%,0%,41%,0%,91%,None,0%,16%,8%,33%,33%,8%,16%,0%,8%,16%,8%,None,41%,0%,8%,0%,0%,8%,0%,8%,8%,41%,8%,None,25%,8%,33%,33%,8%,16%,8%,25%,0%,16%,16%,None,58%,16%,0%,33%,8%,8%,8%,0%,8%,25%,75%,None,0%,25%,25%,25%,16%,0%,8%,0%,33%,0%,8%,None,8%,100%,16%,0%,66%,16%,25%,16%,0%,16%,58%,None,50%,0%,25%,25%,16%,8%,0%,16%,8%,66%,8%,None,8%,8%,83%,16%,8%,83%,16%,41%,50%,0%,16%,None,33%,41%,8%,8%,33%,16%,8%,0%,41%,16%,41%,None,8%,25%,0%,66%,8%,0%,66%,0%,83%,33%,0%,16%,0%,33%,0%,41%,33%,8%,16%,8%,91%,0%,50%,16%,16%,
10,WB Robson St @ Burrard St,"Vancouver, BC V6E 1A9",Bus stop,49.2817843,-123.1373821,None,8%,12%,8%,8%,12%,16%,8%,16%,41%,8%,20%,None,41%,70%,45%,25%,29%,41%,29%,54%,25%,16%,25%,None,8%,4%,16%,12%,29%,8%,12%,8%,20%,33%,8%,None,41%,70%,70%,70%,33%,29%,50%,12%,66%,25%,16%,None,20%,8%,0%,25%,8%,41%,16%,8%,12%,25%,16%,None,37%,33%,75%,75%,83%,16%,12%,37%,8%,91%,29%,None,8%,20%,8%,16%,16%,16%,41%,33%,12%,29%,33%,None,41%,50%,20%,100%,66%,62%,16%,12%,20%,4%,66%,None,37%,8%,33%,0%,37%,20%,12%,29%,62%,16%,25%,None,12%,50%,54%,29%,95%,58%,33%,29%,4%,12%,4%,None,20%,25%,8%,20%,0%,41%,33%,4%,29%,58%,16%,None,37%,29%,50%,41%,50%,79%,45%,12%,20%,4%,8%,None,4%,8%,8%,16%,12%,4%,25%,50%,4%,16%,50%,None,45%,41%,20%,54%,45%,41%,54%,25%,16%,29%,8%,33%,16%,16%,16%,12%,20%,25%,16%,33%,33%,25%,4%,8%,41%,
11,Howe & Robson,"Vancouver, BC V6Z 3B7",Bus stop,49.2817843,-123.1373821,None,25%,0%,37%,0%,0%,25%,0%,37%,0%,37%,37%,None,18%,12%,0%,31%,25%,12%,37%,12%,43%,6%,25%,None,31%,18%,6%,25%,6%,0%,12%,0%,68%,0%,37%,None,6%,18%,12%,0%,31%,18%,12%,18%,31%,31%,0%,None,6%,37%,6%,0%,31%,6%,25%,6%,0%,31%,6%,None,31%,0%,25%,12%,0%,50%,25%,12%,6%,50%,37%,None,18%,0%,37%,12%,0%,31%,18%,50%,0%,6%,12%,None,37%,68%,0%,12%,12%,12%,25%,12%,12%,6%,81%,None,56%,18%,0%,6%,6%,0%,25%,12%,100%,12%,25%,None,25%,31%,62%,0%,18%,12%,31%,12%,12%,18%,12%,None,75%,50%,25%,37%,0%,0%,0%,43%,18%,50%,31%,None,12%,25%,43%,37%,6%,12%,18%,31%,6%,18%,31%,None,0%,62%,18%,0%,18%,0%,12%,0%,50%,43%,31%,None,18%,6%,31%,43%,31%,18%,6%,37%,12%,18%,25%,12%,25%,25%,12%,6%,25%,37%,12%,6%,75%,25%,12%,18%,31%,
12,WB Robson St @ Broughton St,"Vancouver, BC V6G 1Z8",Bus stop,49.288152,-123.1481763,None,26%,0%,13%,20%,20%,6%,53%,6%,60%,20%,53%,None,40%,13%,86%,40%,6%,13%,6%,13%,40%,20%,86%,None,13%,26%,0%,6%,33%,20%,20%,40%,0%,53%,33%,None,60%,33%,13%,46%,13%,20%,20%,20%,13%,60%,20%,None,53%,20%,26%,13%,6%,33%,40%,40%,13%,0%,66%,None,20%,46%,13%,40%,20%,6%,40%,46%,20%,0%,60%,None,6%,33%,13%,26%,6%,13%,33%,40%,46%,0%,13%,None,33%,26%,46%,13%,26%,20%,0%,20%,66%,33%,6%,None,33%,13%,33%,26%,33%,6%,6%,60%,53%,53%,0%,None,80%,20%,20%,46%,13%,26%,13%,6%,6%,46%,33%,None,20%,26%,20%,6%,40%,13%,20%,6%,66%,26%,40%,None,80%,86%,20%,33%,33%,13%,33%,20%,26%,6%,33%,None,6%,26%,33%,6%,0%,46%,13%,26%,20%,80%,46%,None,20%,100%,53%,6%,13%,13%,33%,46%,13%,80%,13%,33%,26%,26%,100%,6%,66%,66%,53%,40%,6%,6%,13%,20%,46%,
13,Eastbound Robson St @ Nicola St,"Vancouver, BC V6G 1B9",Bus station,49.288152,-123.1481763,None,15%,23%,30%,46%,7%,69%,30%,0%,61%,15%,0%,None,23%,7%,0%,7%,15%,7%,0%,15%,0%,15%,0%,None,23%,38%,7%,30%,30%,15%,53%,69%,7%,38%,30%,None,7%,15%,0%,7%,0%,23%,7%,0%,7%,0%,38%,None,15%,46%,30%,23%,7%,38%,7%,7%,30%,15%,23%,None,23%,0%,7%,15%,23%,0%,46%,15%,15%,7%,0%,None,23%,7%,30%,15%,53%,7%,15%,7%,15%,23%,7%,None,46%,53%,7%,0%,30%,46%,7%,30%,38%,15%,15%,None,15%,15%,15%,100%,30%,61%,0%,7%,0%,30%,15%,None,53%,30%,30%,15%,7%,38%,30%,15%,23%,15%,30%,None,7%,53%,15%,46%,38%,15%,61%,0%,0%,0%,61%,None,0%,53%,30%,7%,7%,23%,15%,7%,7%,7%,7%,None,15%,15%,76%,0%,100%,30%,7%,69%,0%,0%,7%,None,23%,0%,23%,23%,0%,0%,30%,7%,7%,0%,0%,15%,7%,7%,7%,30%,46%,7%,23%,0%,7%,30%,15%,7%,30%,
14,EB Robson St @ Cardero St,"Vancouver, BC V6G 2G5",Bus station,49.288152,-123.1481763,None,6%,0%,6%,0%,6%,13%,26%,33%,0%,13%,60%,None,0%,6%,26%,26%,13%,33%,6%,26%,0%,20%,0%,None,6%,0%,6%,13%,0%,26%,20%,20%,20%,0%,20%,None,66%,6%,0%,13%,13%,20%,53%,0%,20%,0%,26%,None,6%,0%,0%,33%,26%,20%,26%,33%,26%,20%,6%,None,13%,66%,13%,0%,6%,20%,26%,40%,0%,26%,6%,None,6%,6%,6%,26%,53%,13%,60%,40%,66%,13%,6%,None,26%,0%,86%,6%,0%,0%,6%,40%,40%,0%,46%,None,13%,13%,20%,6%,13%,100%,6%,100%,53%,53%,6%,None,33%,26%,6%,40%,0%,0%,0%,6%,26%,20%,6%,None,20%,6%,13%,13%,13%,20%,60%,6%,100%,53%,33%,None,20%,26%,40%,13%,26%,6%,0%,0%,13%,20%,26%,None,0%,6%,0%,0%,26%,26%,33%,26%,13%,80%,26%,None,0%,20%,33%,20%,33%,13%,13%,0%,6%,6%,13%,33%,13%,33%,0%,13%,40%,6%,20%,6%,33%,0%,0%,13%,6%,
15,EB Robson St @ Broughton St,"Vancouver, BC V6E 1C5",Bus stop,49.288152,-123.1481763,None,7%,15%,15%,23%,7%,0%,30%,15%,0%,69%,15%,None,23%,7%,0%,0%,46%,0%,38%,7%,15%,7%,15%,None,30%,0%,15%,61%,61%,15%,0%,53%,23%,0%,53%,None,23%,15%,23%,7%,0%,23%,0%,30%,7%,30%,0%,None,23%,38%,7%,15%,46%,76%,30%,15%,23%,30%,0%,None,23%,0%,23%,7%,15%,0%,7%,0%,23%,15%,30%,None,0%,7%,46%,92%,30%,30%,100%,15%,23%,7%,23%,None,7%,15%,0%,7%,0%,7%,15%,7%,7%,0%,15%,None,30%,15%,7%,15%,69%,15%,38%,100%,23%,38%,0%,None,15%,0%,23%,0%,7%,0%,0%,23%,38%,15%,7%,None,0%,30%,46%,15%,38%,61%,7%,46%,53%,38%,30%,None,0%,7%,15%,7%,7%,23%,0%,7%,46%,69%,38%,None,7%,0%,15%,0%,7%,23%,23%,0%,61%,23%,69%,None,0%,0%,7%,23%,0%,15%,7%,7%,15%,23%,69%,53%,38%,15%,23%,0%,23%,53%,7%,7%,0%,0%,0%,15%,46%,
16,WB Robson St @ Bute St,"Vancouver, BC V6E 1C2",Bus stop,49.288152,-123.1481763,None,0%,0%,13%,33%,13%,6%,6%,13%,33%,20%,33%,None,66%,46%,66%,46%,40%,93%,26%,40%,26%,0%,53%,None,6%,6%,0%,20%,33%,13%,13%,13%,26%,26%,26%,None,20%,86%,53%,60%,46%,53%,100%,26%,40%,6%,6%,None,13%,0%,13%,6%,13%,53%,13%,26%,26%,13%,33%,None,93%,6%,66%,60%,26%,26%,66%,66%,33%,40%,6%,None,46%,0%,6%,6%,26%,33%,53%,13%,40%,20%,6%,None,40%,60%,6%,26%,40%,6%,40%,53%,20%,13%,46%,None,26%,20%,0%,13%,13%,20%,33%,80%,20%,46%,20%,None,40%,33%,33%,13%,20%,26%,6%,26%,40%,0%,6%,None,20%,33%,13%,6%,0%,6%,20%,33%,93%,40%,40%,None,13%,46%,20%,13%,26%,26%,33%,13%,46%,33%,6%,None,0%,26%,20%,6%,0%,0%,6%,13%,13%,40%,40%,None,20%,33%,46%,26%,40%,40%,53%,33%,6%,40%,20%,26%,26%,40%,40%,20%,53%,13%,46%,0%,26%,13%,0%,0%,40%,
17,Burrard St FS Robson St,"Vancouver, BC V6E 1A9",Transport interchange,49.288152,-123.1481763,None,13%,6%,33%,40%,0%,13%,6%,40%,6%,13%,13%,None,20%,53%,0%,0%,40%,20%,20%,0%,6%,26%,33%,None,20%,13%,0%,6%,60%,6%,33%,6%,20%,6%,33%,None,13%,40%,33%,6%,0%,13%,40%,20%,0%,6%,13%,None,20%,26%,46%,26%,0%,33%,20%,66%,20%,26%,13%,None,20%,13%,26%,33%,13%,0%,6%,26%,13%,6%,20%,None,0%,20%,13%,13%,13%,6%,26%,6%,100%,26%,60%,None,33%,26%,26%,20%,26%,6%,0%,13%,33%,13%,13%,None,0%,0%,13%,13%,40%,6%,13%,6%,0%,66%,6%,None,13%,33%,13%,60%,6%,33%,20%,0%,6%,26%,0%,None,33%,0%,0%,26%,6%,66%,6%,6%,0%,6%,66%,None,26%,6%,26%,6%,60%,20%,33%,46%,0%,0%,40%,None,0%,53%,6%,0%,20%,0%,73%,13%,0%,6%,13%,None,26%,6%,0%,46%,6%,46%,6%,33%,60%,13%,0%,26%,6%,13%,53%,0%,46%,6%,26%,60%,33%,13%,0%,20%,26%,
